id,title,difficulty,acceptanceRate,totalAccepted,totalSubmissions,trueDifficultyScore,url
2763,Sum of Imbalance Numbers of All Subarrays,Hard,41.96%,8806,20985,700.76,https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/
2532,Time to Cross a Bridge,Hard,43.45%,5044,11608,699.49,https://leetcode.com/problems/time-to-cross-a-bridge/
2106,Maximum Fruits Harvested After at Most K Steps,Hard,36.24%,12640,34878,699.32,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps/
1494,Parallel Courses II,Hard,29.45%,22004,74728,699.07,https://leetcode.com/problems/parallel-courses-ii/
1932,Merge BSTs to Create Single BST,Hard,35.61%,12065,33885,698.34,https://leetcode.com/problems/merge-bsts-to-create-single-bst/
2608,Shortest Cycle in a Graph,Hard,37.17%,23411,62979,698.16,https://leetcode.com/problems/shortest-cycle-in-a-graph/
2227,Encrypt and Decrypt Strings,Hard,36.66%,15027,40991,698.15,https://leetcode.com/problems/encrypt-and-decrypt-strings/
2209,Minimum White Tiles After Covering With Carpets,Hard,36.92%,14372,38930,697.66,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/
2386,Find the K-Sum of an Array,Hard,39.46%,11145,28242,697.31,https://leetcode.com/problems/find-the-k-sum-of-an-array/
1840,Maximum Building Height,Hard,37.27%,8433,22627,696.63,https://leetcode.com/problems/maximum-building-height/
2484,Count Palindromic Subsequences,Hard,39.18%,14970,38210,696.04,https://leetcode.com/problems/count-palindromic-subsequences/
1883,Minimum Skips to Arrive at Meeting On Time,Hard,38.19%,7838,20525,695.84,https://leetcode.com/problems/minimum-skips-to-arrive-at-meeting-on-time/
2781,Length of the Longest Valid Substring,Hard,37.60%,35439,94247,694.69,https://leetcode.com/problems/length-of-the-longest-valid-substring/
3482,Analyze Organization Hierarchy,Hard,56.97%,1634,2868,694.36,https://leetcode.com/problems/analyze-organization-hierarchy/
2454,Next Greater Element IV,Hard,39.95%,14097,35290,694.05,https://leetcode.com/problems/next-greater-element-iv/
2398,Maximum Number of Robots Within Budget,Hard,36.50%,27699,75890,693.65,https://leetcode.com/problems/maximum-number-of-robots-within-budget/
2030,Smallest K-Length Subsequence With Occurrences of a Letter,Hard,38.80%,10012,25807,693.65,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/
2376,Count Special Integers,Hard,39.64%,14218,35865,693.27,https://leetcode.com/problems/count-special-integers/
2791,Count Paths That Can Form a Palindrome in a Tree,Hard,45.24%,8146,18005,692.89,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/
1787,Make the XOR of All Segments Equal to Zero,Hard,39.80%,6083,15282,692.74,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero/
2203,Minimum Weighted Subgraph With the Required Paths,Hard,38.22%,15607,40831,692.66,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/
2242,Maximum Score of a Node Sequence,Hard,38.95%,14565,37392,692.28,https://leetcode.com/problems/maximum-score-of-a-node-sequence/
2543,Check if Point Is Reachable,Hard,43.19%,9290,21512,692.15,https://leetcode.com/problems/check-if-point-is-reachable/
2412,Minimum Money Required Before Transactions,Hard,41.06%,12075,29407,692.12,https://leetcode.com/problems/minimum-money-required-before-transactions/
3027,Find the Number of Ways to Place People II,Hard,45.75%,11333,24772,691.58,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/
2732,Find a Good Subset of the Matrix,Hard,45.87%,7623,16620,690.82,https://leetcode.com/problems/find-a-good-subset-of-the-matrix/
3123,Find Edges in Shortest Paths,Hard,45.39%,15065,33190,690.64,https://leetcode.com/problems/find-edges-in-shortest-paths/
2081,Sum of k-Mirror Numbers,Hard,41.39%,8002,19333,690.23,https://leetcode.com/problems/sum-of-k-mirror-numbers/
2547,Minimum Cost to Split an Array,Hard,41.93%,14274,34043,690.0,https://leetcode.com/problems/minimum-cost-to-split-an-array/
1771,Maximize Palindrome Length From Subsequences,Hard,37.12%,12917,34796,689.87,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences/
1659,Maximize Grid Happiness,Hard,39.60%,6574,16603,689.75,https://leetcode.com/problems/maximize-grid-happiness/
2111,Minimum Operations to Make the Array K-Increasing,Hard,39.00%,14402,36924,689.69,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing/
2122,Recover the Original Array,Hard,39.86%,12365,31019,689.52,https://leetcode.com/problems/recover-the-original-array/
3250,Find the Count of Monotonic Pairs I,Hard,45.90%,17866,38922,689.34,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i/
1815,Maximum Number of Groups Getting Fresh Donuts,Hard,40.25%,7506,18649,689.14,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts/
1687,Delivering Boxes from Storage to Ports,Hard,39.25%,7787,19842,689.0,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,37.97%,7281,19174,688.95,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/
2267, Check if There Is a Valid Parentheses String Path,Hard,39.28%,18025,45893,688.93,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/
1728,Cat and Mouse II,Hard,39.54%,8208,20760,688.25,https://leetcode.com/problems/cat-and-mouse-ii/
2223,Sum of Scores of Built Strings,Hard,41.93%,10361,24712,687.97,https://leetcode.com/problems/sum-of-scores-of-built-strings/
1515,Best Position for a Service Centre,Hard,34.76%,16973,48831,687.86,https://leetcode.com/problems/best-position-for-a-service-centre/
2959,Number of Possible Sets of Closing Branches,Hard,48.04%,8609,17922,687.36,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches/
3451,Find Invalid IP Addresses,Hard,56.42%,2946,5222,687.33,https://leetcode.com/problems/find-invalid-ip-addresses/
805,Split Array With Same Average,Hard,25.93%,40944,157925,686.94,https://leetcode.com/problems/split-array-with-same-average/
2581,Count Number of Possible Root Nodes,Hard,46.18%,7642,16549,686.9,https://leetcode.com/problems/count-number-of-possible-root-nodes/
1847,Closest Room,Hard,39.46%,10972,27803,686.86,https://leetcode.com/problems/closest-room/
2963,Count the Number of Good Partitions,Hard,46.62%,12645,27122,686.29,https://leetcode.com/problems/count-the-number-of-good-partitions/
1782,Count Pairs Of Nodes,Hard,40.63%,8182,20140,686.22,https://leetcode.com/problems/count-pairs-of-nodes/
1363,Largest Multiple of Three,Hard,32.72%,23643,72267,686.18,https://leetcode.com/problems/largest-multiple-of-three/
2472,Maximum Number of Non-overlapping Palindrome Substrings,Hard,41.41%,19291,46590,685.91,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/
2197,Replace Non-Coprime Numbers in Array,Hard,40.28%,16556,41101,685.81,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/
2167,Minimum Time to Remove All Cars Containing Illegal Goods,Hard,41.12%,13982,34005,685.11,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/
1307,Verbal Arithmetic Puzzle,Hard,34.69%,15803,45549,684.91,https://leetcode.com/problems/verbal-arithmetic-puzzle/
1681,Minimum Incompatibility,Hard,39.66%,9771,24636,684.59,https://leetcode.com/problems/minimum-incompatibility/
2650,Design Cancellable Function,Hard,51.84%,3098,5976,684.13,https://leetcode.com/problems/design-cancellable-function/
1172,Dinner Plate Stacks,Hard,32.77%,20861,63658,683.95,https://leetcode.com/problems/dinner-plate-stacks/
2188,Minimum Time to Finish the Race,Hard,41.98%,13307,31702,683.72,https://leetcode.com/problems/minimum-time-to-finish-the-race/
2646,Minimize the Total Price of the Trips,Hard,45.77%,11571,25279,683.7,https://leetcode.com/problems/minimize-the-total-price-of-the-trips/
2468,Split Message Based on Limit,Hard,42.89%,16863,39315,683.38,https://leetcode.com/problems/split-message-based-on-limit/
2301,Match Substring After Replacement,Hard,41.97%,16259,38739,683.23,https://leetcode.com/problems/match-substring-after-replacement/
3373,Maximize the Number of Target Nodes After Connecting Trees II,Hard,53.85%,6164,11447,683.2,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii/
1938,Maximum Genetic Difference Query,Hard,44.05%,6677,15159,682.2,https://leetcode.com/problems/maximum-genetic-difference-query/
1819,Number of Different Subsequences GCDs,Hard,41.69%,10573,25361,680.38,https://leetcode.com/problems/number-of-different-subsequences-gcds/
1719,Number Of Ways To Reconstruct A Tree,Hard,44.11%,5479,12421,680.38,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/
1825,Finding MK Average,Hard,37.97%,25452,67038,679.25,https://leetcode.com/problems/finding-mk-average/
2488,Count Subarrays With Median K,Hard,45.16%,15035,33294,678.78,https://leetcode.com/problems/count-subarrays-with-median-k/
2056,Number of Valid Move Combinations On Chessboard,Hard,47.56%,4952,10412,678.42,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,39.85%,11591,29087,678.23,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/
1766,Tree of Coprimes,Hard,41.94%,11659,27797,677.27,https://leetcode.com/problems/tree-of-coprimes/
2334,Subarray With Elements Greater Than Varying Threshold,Hard,44.41%,15806,35593,677.22,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/
2426,Number of Pairs Satisfying Inequality,Hard,45.19%,16122,35674,676.5,https://leetcode.com/problems/number-of-pairs-satisfying-inequality/
1928,Minimum Cost to Reach Destination in Time,Hard,39.79%,25698,64591,675.92,https://leetcode.com/problems/minimum-cost-to-reach-destination-in-time/
1655,Distribute Repeating Integers,Hard,39.63%,18308,46197,675.59,https://leetcode.com/problems/distribute-repeating-integers/
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,42.06%,12560,29859,674.66,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/
1224,Maximum Equal Frequency,Hard,37.40%,17081,45672,674.44,https://leetcode.com/problems/maximum-equal-frequency/
1330,Reverse Subarray To Maximize Array Value,Hard,42.21%,7226,17119,674.4,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value/
913,Cat and Mouse,Hard,33.95%,22726,66937,674.28,https://leetcode.com/problems/cat-and-mouse/
1553,Minimum Number of Days to Eat N Oranges,Hard,35.61%,40568,113910,674.27,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/
2060,Check if an Original String Exists Given Two Encoded Strings,Hard,43.14%,18626,43180,673.24,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/
2435,Paths in Matrix Whose Sum Is Divisible by K,Hard,43.95%,27384,62302,673.04,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k/
1483,Kth Ancestor of a Tree Node,Hard,35.49%,42728,120391,672.53,https://leetcode.com/problems/kth-ancestor-of-a-tree-node/
2382,Maximum Segment Sum After Removals,Hard,48.23%,10735,22257,672.36,https://leetcode.com/problems/maximum-segment-sum-after-removals/
466,Count The Repetitions,Hard,31.61%,22524,71260,672.26,https://leetcode.com/problems/count-the-repetitions/
1377,Frog Position After T Seconds,Hard,35.82%,35183,98229,672.15,https://leetcode.com/problems/frog-position-after-t-seconds/
1036,Escape a Large Maze,Hard,35.20%,24822,70513,671.93,https://leetcode.com/problems/escape-a-large-maze/
2003,Smallest Missing Genetic Value in Each Subtree,Hard,46.33%,9623,20771,671.88,https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree/
2709,Greatest Common Divisor Traversal,Hard,41.77%,72974,174699,671.39,https://leetcode.com/problems/greatest-common-divisor-traversal/
887,Super Egg Drop,Hard,28.58%,84275,294828,671.19,https://leetcode.com/problems/super-egg-drop/
1520,Maximum Number of Non-Overlapping Substrings,Hard,39.72%,20480,51564,671.14,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/
1163,Last Substring in Lexicographical Order,Hard,34.38%,37777,109874,671.06,https://leetcode.com/problems/last-substring-in-lexicographical-order/
1900,The Earliest and Latest Rounds Where Players Compete,Hard,48.05%,6150,12800,670.97,https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete/
1397,Find All Good Strings,Hard,43.50%,7921,18211,670.76,https://leetcode.com/problems/find-all-good-strings/
488,Zuma Game,Hard,31.65%,26139,82591,670.55,https://leetcode.com/problems/zuma-game/
1982,Find Array Given Subset Sums,Hard,48.62%,6690,13761,669.79,https://leetcode.com/problems/find-array-given-subset-sums/
1044,Longest Duplicate Substring,Hard,30.71%,75623,246277,669.74,https://leetcode.com/problems/longest-duplicate-substring/
1998,GCD Sort of an Array,Hard,46.38%,11118,23971,669.66,https://leetcode.com/problems/gcd-sort-of-an-array/
1755,Closest Subsequence Sum,Hard,41.38%,22617,54658,669.64,https://leetcode.com/problems/closest-subsequence-sum/
1649,Create Sorted Array through Instructions,Hard,39.93%,28802,72138,668.44,https://leetcode.com/problems/create-sorted-array-through-instructions/
1803,Count Pairs With XOR in a Range,Hard,45.70%,10860,23762,668.09,https://leetcode.com/problems/count-pairs-with-xor-in-a-range/
1610,Maximum Number of Visible Points,Hard,37.58%,46556,123895,667.88,https://leetcode.com/problems/maximum-number-of-visible-points/
1830,Minimum Number of Operations to Make String Sorted,Hard,49.88%,4775,9573,667.71,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted/
1157,Online Majority Element In Subarray,Hard,39.03%,18916,48465,667.03,https://leetcode.com/problems/online-majority-element-in-subarray/
1301,Number of Paths with Max Score,Hard,40.81%,16099,39449,666.94,https://leetcode.com/problems/number-of-paths-with-max-score/
1896,Minimum Cost to Change the Final Value of Expression,Hard,50.72%,4700,9267,666.8,https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression/
2354,Number of Excellent Pairs,Hard,47.95%,16801,35041,666.52,https://leetcode.com/problems/number-of-excellent-pairs/
1563,Stone Game V,Hard,41.03%,23239,56636,666.47,https://leetcode.com/problems/stone-game-v/
1632,Rank Transform of a Matrix,Hard,41.33%,24745,59867,666.11,https://leetcode.com/problems/rank-transform-of-a-matrix/
1643,Kth Smallest Instructions,Hard,43.63%,16288,37336,665.41,https://leetcode.com/problems/kth-smallest-instructions/
2440,Create Components With Same Value,Hard,51.95%,8816,16971,665.4,https://leetcode.com/problems/create-components-with-same-value/
1916,Count Ways to Build Rooms in an Ant Colony,Hard,48.30%,9035,18706,665.3,https://leetcode.com/problems/count-ways-to-build-rooms-in-an-ant-colony/
1537,Get the Maximum Score,Hard,39.89%,31192,78186,665.22,https://leetcode.com/problems/get-the-maximum-score/
3298,Count Substrings That Can Be Rearranged to Contain a String II,Hard,55.35%,15050,27191,665.16,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii/
1001,Grid Illumination,Hard,37.85%,24024,63477,664.08,https://leetcode.com/problems/grid-illumination/
2322,Minimum Score After Removals on a Tree,Hard,51.97%,8292,15956,663.84,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree/
2999,Count the Number of Powerful Integers,Hard,46.55%,74709,160494,662.97,https://leetcode.com/problems/count-the-number-of-powerful-integers/
2163,Minimum Difference in Sums After Removal of Elements,Hard,49.08%,13396,27296,662.56,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/
1761,Minimum Degree of a Connected Trio in a Graph,Hard,43.22%,26474,61261,662.3,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph/
